"","precio_gasoleo_a","rotulo","direccion","localidad","provincia"
"1",1.519,"BALLENOIL","CALLE VERSALLES, 17","MADRID","MADRID"
"2",1.529,"BEROIL","CALLE SIMON HERNANDEZ (DE), 73","MOSTOLES","MADRID"
"3",1.529,"PLENOIL","AVENIDA CONSTITUCIÓN, 1","TORREJON DE ARDOZ","MADRID"
"4",1.529,"BALLENOIL","CALLE CHARCA DE LOS PECES, 2","TORREJON DE ARDOZ","MADRID"
"5",1.529,"BALLENOIL","CALLE CIRCUNVALACIÓN, 64","TORREJON DE ARDOZ","MADRID"
"6",1.529,"BALLENOIL","CALLE OLMO, 1","TORREJON DE ARDOZ","MADRID"
"7",1.537,"PLENOIL","CALLE TORRES QUEVEDO, 2","MOSTOLES","MADRID"
"8",1.537,"E.S. TERUGAS","CALLE SIMON HERNANDEZ, 75","MOSTOLES","MADRID"
"9",1.539,"BALLENOIL","CALLE DEL TRIGO, 5","LEGANES","MADRID"
"10",1.539,"PLENOIL","CALLE REY PASTOR, 3","LEGANES","MADRID"
"11",1.539,"PLENOIL","CALLE ALUMINIO, 8","LEGANES","MADRID"
"12",1.539,"PETROPRIX","CALLE RICARDO TORMO, 6","LEGANES","MADRID"
"13",1.539,"BALLENOIL","CALLE REY PASTOR, 16","LEGANES","MADRID"
"14",1.539,"BALLENOIL","CALLE ANGEL NIETO, 2","BUTARQUE","MADRID"
"15",1.539,"PETROL MÓSTOLES","CALLE TORRES QUEVEDO, 6","MOSTOLES","MADRID"
"16",1.539,"PETROPRIX","AVENIDA DE LA CONSTITUCION, 287","TORREJON DE ARDOZ","MADRID"
"17",1.539,"GASEXPRESS","AVENIDA SOL, 50","TORREJON DE ARDOZ","MADRID"
"18",1.539,"PLENOIL","AVENIDA DE LA CONSTITUCION, 249","TORREJON DE ARDOZ","MADRID"
"19",1.539,"BALLENOIL","AVENIDA INDUSTRIA, 44","TRES CANTOS","MADRID"
"20",1.539,"PLENOIL","AVENIDA INDUSTRIA (DE LA), 52","TRES CANTOS","MADRID"
"21",1.544,"TIPSA","CALLE MAR EGEO, 1","SAN FERNANDO DE HENARES","MADRID"
"22",1.545,"E.LECLERC","AVENIDA PREMIOS NOBEL, 1","TORREJON DE ARDOZ","MADRID"
"23",1.545,"LAVAPLUS","CARRETERA DE LA BASE KM. S/N","BASE AEREA","MADRID"
"24",1.547,"BALLENOIL","CL CRTA. DE TORRELODONES, 10","GALAPAGAR","MADRID"
"25",1.547,"PLENOIL","CALLE COLMENAREJO, 54","GALAPAGAR","MADRID"
"26",1.547,"BALLENOIL","CALLE CARRETERA DE EL ESCORIAL, 94","GALAPAGAR","MADRID"
"27",1.547,"PETROPRIX","CALLE BARBERO DE SEVILLA EL, 2","MAJADAHONDA","MADRID"
"28",1.549,"TEB","CALLE ALMANZOR, 11","FUENLABRADA","MADRID"
"29",1.549,"BALLENOIL","CALLE FRAGUA, 16","MOSTOLES","MADRID"
"30",1.549,"BALLENOIL","CALLE ALFONSO XII, 20","MOSTOLES","MADRID"
"31",1.549,"FAST FUEL","CALLE MARIO VARGAS LLOSA, 4","TORREJON DE ARDOZ","MADRID"
"32",1.549,"STORE FUEL","CALLE SOLANA, 56","TORREJON DE ARDOZ","MADRID"
"33",1.549,"BALLENOIL","AVENIDA AVENIDA DE LAS MORCILLERAS, 1","VALDEMORO","MADRID"
"34",1.553,"CDT","CALLE ERATOSTENES, 15","GETAFE","MADRID"
"35",1.554,"BALLENOIL","CALLE TOLEDO CV VIA DE RONDA, SN","PARLA","MADRID"
"36",1.555,"BALLENOIL","CALLE ANETO, 1","FUENLABRADA","MADRID"
"37",1.557,"PLENOIL","CALLE LUIS SAUQUILLO, 131","FUENLABRADA","MADRID"
"38",1.557,"PLENOIL","CALLE ENEBRO, 17","FUENLABRADA","MADRID"
"39",1.557,"PLENOIL","CALLE LUIS SAUQUILLO, 86","FUENLABRADA","MADRID"
"40",1.557,"BALLENOIL","AVENIDA FUENLABRADA, 6","HUMANES DE MADRID","MADRID"
"41",1.558,"LAS PALMERAS","RONDA COMUNIDADES (DE LAS), 107","VALDEMORO","MADRID"
"42",1.559,"PLENOIL","CALLE AZUELA, 62","COLLADO VILLALBA","MADRID"
"43",1.559,"PLENOIL","CALLE ESTACION, 40","ESCORIAL (EL)","MADRID"
"44",1.559,"CARBURANTES REQUES","CALLE JUSTINA VELASCO MARTIN, 1","GALAPAGAR","MADRID"
"45",1.559,"PLENOIL","AVENIDA LOS ROSALES, 15","MADRID","MADRID"
"46",1.559,"BALLENOIL","AVENIDA OROVILLA, 22","MADRID","MADRID"
"47",1.559,"BALLENOIL","CALLE REUS, 13","MADRID","MADRID"
"48",1.559,"PETROPRIX","CALLE SECOYA, 12","MADRID","MADRID"
"49",1.559,"ION +","CALLE MUGUET, 12","MADRID","MADRID"
"50",1.564,"PLENOIL","CALLE TOLEDO, 40","PARLA","MADRID"
"51",1.567,"BALLENOIL","CALLE CONSTITUCION, 81","FUENLABRADA","MADRID"
"52",1.567,"PETROPRIX","CALLE CONSTITUCION (DE LA), 100","FUENLABRADA","MADRID"
"53",1.567,"PETROPRIX","AVENIDA DE LA CANTUEÑA, 8","FUENLABRADA","MADRID"
"54",1.567,"PETROPRIX","AVENIDA RONDA (DE), S/N","PARLA","MADRID"
"55",1.569,"GASEXPRESS","CARRETERA DAGANZO KM. 3","ALCALA DE HENARES","MADRID"
"56",1.569,"BALLENOIL","CALLE VARSOVIA, 2","ALCALA DE HENARES","MADRID"
"57",1.569,"BALLENOIL","CARRETERA DAGANZO KM. 5","ALCALA DE HENARES","MADRID"
"58",1.569,"LAVAPLUS","AVENIDA DE EUROPA, 15","ALCORCON","MADRID"
"59",1.569,"BALLENOIL","CALLE AZUELA, 73","COLLADO VILLALBA","MADRID"
"60",1.569,"BALLENOIL","CALLE ESCOFINA, 3","COLLADO VILLALBA","MADRID"
"61",1.569,"BALLENOIL","CALLE TOMILLO DEL, 4","COLMENAR VIEJO","MADRID"
"62",1.569,"PETROPRIX","AVENIDA DE LOS REYES, 2","COLMENAR VIEJO","MADRID"
"63",1.569,"BALLENOIL","CALLE VIZCAYA, 24","FORTUNA","MADRID"
"64",1.569,"PETROPRIX","CALLE VIZCAYA, 17","LEGANES","MADRID"
"65",1.569,"PLENOIL","CALLE SAN DALMACIO, 13","MADRID","MADRID"
"66",1.569,"BALLENOIL","CALLE RESINA, 4","MADRID","MADRID"
"67",1.569,"BALLENOIL","CALLE ARROYO DE LA BULERA, S/N","MADRID","MADRID"
"68",1.569,"BALLENOIL","CALLE LA ACEBEDA, 1","MADRID","MADRID"
"69",1.569,"PLENOIL","AVENIDA REAL DE PINTO, 73","MADRID","MADRID"
"70",1.569,"BALLENOIL","CALLE VALLE DE TOBALINA, 24","MADRID","MADRID"
"71",1.569,"E.LECLERC","CALLE CALDERILLA, 1","MADRID","MADRID"
"72",1.569,"LOW COST REPOST","CALLE HILARIO HERRANZ ESTABLOS, 20","MADRID","MADRID"
"73",1.569,"MAXPETROL","CALLE CAMINO DE BASTOS, 6","NAVALCARNERO","MADRID"
"74",1.569,"BALLENOIL","CALLE FUNDICION, 19","RIVAS-VACIAMADRID","MADRID"
"75",1.569,"BALLENOIL","CALLE CINCEL (DEL), S","RIVAS-VACIAMADRID","MADRID"
"76",1.569,"PETROPRIX","CALLE CINCEL (DEL), 2","RIVAS-VACIAMADRID","MADRID"
"77",1.569,"PLENOIL","CALLE CARRETILLA LA, 36","RIVAS-VACIAMADRID","MADRID"
"78",1.569,"GASOLINERA VALDEMORO","AVENIDA MADRID (DE), 6","VALDEMORO","MADRID"
"79",1.577,"BALLENOIL","CARRETERA CARABANCHEL A VILLAVERDE KM. 89","MADRID","MADRID"
"80",1.579,"PETROPRIX","CALLE ISAAC NEWTON, 155","ALCALA DE HENARES","MADRID"
"81",1.579,"SUPECO","POLIGONO LA GARENA, AV. EUROPA, S/N, S/N","ALCALA DE HENARES","MADRID"
"82",1.579,"ALCAMPO","AVENIDA EUROPA, S/N","ALCORCON","MADRID"
"83",1.579,"E.LECLERC","CALLE DE LAS MORERAS, 62","ARANJUEZ","MADRID"
"84",1.579,"E.LECLERC","PASEO DELEITE (DEL), 13","ARANJUEZ","MADRID"
"85",1.579,"PLENOIL","CALLE CALLE POLÍGONO 5, 20","COLLADO VILLALBA","MADRID"
"86",1.579,"PETROPRIX","AVENIDA JUAN CARLOS I, 24","COLLADO VILLALBA","MADRID"
"87",1.579,"ALCAMPO FUENLABRADA","CC. LORANCA ALCAMPO FUENLABRADA (AV. PABLO IGLESIAS, S/N, CIUDAD LORANCA)","FUENLABRADA","MADRID"
"88",1.579,"GC","CARRETERA M527 KM. 2,8","GUADARRAMA","MADRID"
"89",1.579,"SHELL","AVENIDA FUENLABRADA, 110","HUMANES DE MADRID","MADRID"
"90",1.579,"POWER3OIL","AVENIDA DEMOCRACIA, 15","MADRID","MADRID"
"91",1.579,"GHC","CARRETERA N-III KM. 11,8","MADRID","MADRID"
"92",1.579,"SUPECO","CALLE EDUARDO BARREIROS, 114","MADRID","MADRID"
"93",1.579,"BALLENOIL","AVENIDA DE ALCOTANES, 5","PINTO","MADRID"
"94",1.579,"BALLENOIL","AVENIDA PABLO IGLESIAS (DE), 78","RIVAS-VACIAMADRID","MADRID"
"95",1.579,"PETROKAL","CALLE SOLANA DE LA, 17","TORREJON DE ARDOZ","MADRID"
"96",1.579,"GASOLINERA VILLAREJO DE SALVANÉS","AVENIDA JUAN CARLOS I REY DE ESPAÑA, 3","VILLAREJO DE SALVANES","MADRID"
"97",1.579,"RECESPAÑA","CL FRAY JOSE DE SAN JACINTO 10","VILLAREJO DE SALVANES","MADRID"
"98",1.58,"GASOLEOS TORRES LOW COST 24H.","CALLE MADRID, 46","TORRES DE LA ALAMEDA","MADRID"
"99",1.584,"SHELL","POLIGONO CASABLANCA C/JACINTO BENAVENTE, 6","TORREJON DE ARDOZ","MADRID"
"100",1.585,"PLENOIL","AVENIDA MADRID, 2","ALAMO (EL)","MADRID"
"101",1.585,"G.P.S. OIL","AVENIDA CERRO DEL RUBAL, 1","PARLA","MADRID"
"102",1.585,"SERVIFACIL","AVENIDA CERRO DEL RUBAL, 12","PARLA","MADRID"
"103",1.585,"BARATOIL","AVENIDA CERRO DEL RUBAL, 7","PARLA","MADRID"
"104",1.586,"E.S. EL ALAMO, S.L.","CTRA. LOCAL M-404 km 3,640","ALAMO (EL)","MADRID"
"105",1.587,"BALLENOIL","CAMINO POZO DEL TIO RAIMUNDO, 6","MADRID","MADRID"
"106",1.587,"PLENOIL","CARRETERA VILLAVERDE A VALLECAS KM. 267","MADRID","MADRID"
"107",1.587,"BALLENOIL","CAMINO HORMIGUERAS, 153","MADRID","MADRID"
"108",1.587,"PLENOIL","CALLE CAMINO DE LAS HORMIGUERAS, 177","MADRID","MADRID"
"109",1.587,"SIMON GRUP","CARRETERA VILLAVERDE A VALLECAS KM. 283","MADRID","MADRID"
"110",1.588,"OIL A42 A-42 KM 9,8  DIR. MADRID","AVENIDA PRINCESA JUANA DE AUSTRIA, 91","MADRID","MADRID"
"111",1.589,"PLENOIL","AVENIDA SAN MARTIN DE VALDEIGLESIAS, 9","ALCORCON","MADRID"
"112",1.589,"PETROPRIX","CALLE PARAGUAY ESQUINA AVENIDA DE AMERICA, SN","ALCORCON","MADRID"
"113",1.589,"PLENOIL","CALLE PUERTA DE ABAJO, 20","ALPEDRETE","MADRID"
"114",1.589,"PETROPRIX","CALLE PUERTA DE ABAJO, 57","ALPEDRETE","MADRID"
"115",1.589,"BALLENOIL","CAMINO SAN MARTIN DE LA VEGA, 8","ARGANDA","MADRID"
"116",1.589,"PLENOIL","AVENIDA MADRID (DE), 66","ARGANDA","MADRID"
"117",1.589,"PETROPRIX","AVENIDA MADRID (DE), SN","ARGANDA","MADRID"
"118",1.589,"DELFIOIL","AVENIDA FINANZAUTO (DE), 2","ARGANDA","MADRID"
"119",1.589,"BALLENOIL","CAMINO CAMINO DE SAN MARTÍN DE LA VEGA A ARGANDA, 2","ARGANDA","MADRID"
"120",1.589,"BALLENOIL","TRAVESÍA SIERRA DE GATA, 17","ARGANDA","MADRID"
"121",1.589,"BALLENOIL","AVENIDA VALDEARGANDA, 15","ARGANDA","MADRID"
"122",1.589,"GASEXPRESS GETAFE","AVENIDA RIO GUADALQUIVIR, 20","GETAFE","MADRID"
"123",1.589,"GALP","AVENIDA DE LOS POBLADOS, SN","MADRID","MADRID"
"124",1.589,"MORAFUEL","CALLE ROBLE, 6","MORALEJA DE ENMEDIO","MADRID"
"125",1.589,"OLANCA","AVENIDA DE LAS NIEVES, 5","NIEVES (LAS)","MADRID"
"126",1.589,"BALLENOIL","CARRETERA M-233 KM. 6,800","VILLALBILLA","MADRID"
"127",1.597,"BALLENOIL","CALLE LAGUNA, 88","ALCORCON","MADRID"
"128",1.597,"PLENOIL","CALLE POLVORANCA, 65","ALCORCON","MADRID"
"129",1.597,"PLENOIL","CALLE DEL PARAISO, S/N","CIEMPOZUELOS","MADRID"
"130",1.597,"BALLENOIL","CALLE G, 2","MADRID","MADRID"
"131",1.597,"BALLENOIL","CALLE REAL, 125","PARLA","MADRID"
"132",1.598,"ATENOIL","CARRETERA PINTO-PARLA KM. 1","PARLA","MADRID"
"133",1.598,"E. LECLERC","AVENIDA ANDALUCIA (DE), 118","VALDEMORO","MADRID"
"134",1.598,"E-LECLERC","CALLE NARCISO MONTURIOL, 30","VALMOR-ROMPECUBAS","MADRID"
"135",1.599,"PLENOIL","AVENIDA DE MADRID, 60","ALCALA DE HENARES","MADRID"
"136",1.599,"SOLNER","CALLE TELECOMUNICACIONES, 2","ALCORCON","MADRID"
"137",1.599,"BALLENOIL","CALLE PELAYA (DE LA), 1","ALGETE","MADRID"
"138",1.599,"ATENOIL","AVENIDA DE MADRID, 126","ARGANDA","MADRID"
"139",1.599,"BALLENOIL","CALLE FRESADORES (DE), 7","ARROYOMOLINOS","MADRID"
"140",1.599,"ALCAMPO","CALLE C.C. ALCAMPO, C/. TEJERA, 2","COLMENAR VIEJO","MADRID"
"141",1.599,"PLENOIL","AVENIDA SAN PABLO, 29","COSLADA","MADRID"
"142",1.599,"BALLENOIL","AVENIDA JARAMA (DEL), 17","COSLADA","MADRID"
"143",1.599,"GASOLOWCOST","CALLE ARGANZA, 5","FUENLABRADA","MADRID"
"144",1.599,"PETROJARAMA","CALLE TORRELAGUNA, 57","FUENTE EL SAZ DE JARAMA","MADRID"
"145",1.599,"GALP","AVDA ARCAS DE AGUA SN","GETAFE","MADRID"
"146",1.599,"PETROPRIX","CALLE HERREROS, 1","GETAFE","MADRID"
"147",1.599,"BALLENOIL","CALLE FUNDIDORES, 24","GETAFE","MADRID"
"148",1.599,"BALLENOIL","CALLE FRANKLIN, 1","GETAFE","MADRID"
"149",1.599,"SUPECO","CALLE BRUNO ABUNDEZ, 56","MADRID","MADRID"
"150",1.599,"BALLENOIL","CALLE CERRO DEL MURMULLO, 1","MADRID","MADRID"
"151",1.599,"GALP&GO","CALLE LA ACEBEDA, 57","MADRID","MADRID"
"152",1.599,"BALLENOIL","GLORIETA PUERTA DE LOS CARROS, 5","MADRID","MADRID"
"153",1.599,"OIL SANCHEZ ROMERO","CALLE BARBERO DE SEVILLA EL, 1","MAJADAHONDA","MADRID"
"154",1.599,"PETROPRIX","CALLE PORTUGAL, 30","MEJORADA DEL CAMPO","MADRID"
"155",1.599,"BALLENOIL","CALLE MINA DEL COTORRO (DE LA), S/N","NAVALCARNERO","MADRID"
"156",1.599,"PETROPRIX","AVENIDA FUENTE NUEVA, 18","SAN SEBASTIAN DE LOS REYES","MADRID"
"157",1.599,"BALLENOIL","PASEO EUROPA, 22","SAN SEBASTIAN DE LOS REYES","MADRID"
"158",1.599,"BALLENOIL","AVENIDA PIRINEOS (DE LOS), 21","SAN SEBASTIAN DE LOS REYES","MADRID"
"159",1.599,"BALLENOIL","AVENIDA MATAPIÑONERA, 20","SAN SEBASTIAN DE LOS REYES","MADRID"
"160",1.599,"BALLENOIL","AVENIDA TENERIFE, 10","SAN SEBASTIAN DE LOS REYES","MADRID"
"161",1.599,"SUPER GASOIL","AVENIDA ANDALUCIA DE, 519","VALDEMORO","MADRID"
"162",1.599,"LCH LOW COST","AVENIDA MADRID (DE), 7","VALDEMORO","MADRID"
"163",1.599,"FAST FUEL","CALLE SEVERO OCHOA, 48","VILLALBILLA","MADRID"
"164",1.609,"ENERGY","CALLE PERU, 31","ALCALA DE HENARES","MADRID"
"165",1.609,"MERODIO","CALLE CERRO SAN PEDRO, 4","COLMENAR VIEJO","MADRID"
"166",1.609,"GALP","CALLE CAÑADA DEL POZO, SN","CABALLO (EL)","MADRID"
"167",1.609,"LOW COST REPOST","AVENIDA REAL DE PINTO, 156","MADRID","MADRID"
"168",1.609,"EDV","CARRETERA M -611 KM. 7,6   GENERAL SANJURJO KM. 7,6","MIRAFLORES DE LA SIERRA","MADRID"
"169",1.609,"ALCAMPO","CARRETERA LOECHES-AJALVIR, KM. 12,500","TORREJON DE ARDOZ","MADRID"
"170",1.609,"BALLENOIL","AVENIDA SIERRA DE GUADARRAMA, 10","VILLANUEVA DE LA CAÑADA","MADRID"
"171",1.617,"BALLENOIL","CALLE FRANCISCA TORRES CATALAN, 24","MADRID","MADRID"
"172",1.617,"BALLENOIL","CARRETERA VICALVARO A ESTACION DE O`DONNELL KM. 22","MADRID","MADRID"
"173",1.617,"PLENOIL","CARRETERA VICALVARO ESTACION ODONNELL KM. 20","MADRID","MADRID"
"174",1.617,"PLENOIL","CALLE PIROTECNIA, 2","MADRID","MADRID"
"175",1.619,"ALCAMPO","C.C. LA DEHESA, AUTOVIA MADRID-BARCELONA km 34,0","ALCALA DE HENARES","MADRID"
"176",1.619,"SHELL","VÍA COMPLUTENSE, 105","ALCALA DE HENARES","MADRID"
"177",1.619,"PETROPRIX","AVENIDA MARQUES DE LA VALDAVIA, 132","ALCOBENDAS","MADRID"
"178",1.619,"BALLENOIL","CALLE VALGRANDE, 30","ALCOBENDAS","MADRID"
"179",1.619,"PETROPRIX","CALLE VALGRANDE, 11","ALCOBENDAS","MADRID"
"180",1.619,"COMBUS","CARRETERA FUENCARRAL KM. 100","ALCOBENDAS","MADRID"
"181",1.619,"ALCAMPO","CALLE DEL CEDRO, 5","CIEMPOZUELOS","MADRID"
"182",1.619,"ALCAMPO","CALLE ISAAC PERAL, 12","LEGANES","MADRID"
"183",1.619,"BEROIL LAS ROSAS","CALLE SOFIA, 36","MADRID","MADRID"
"184",1.619,"CHEAPOIL","CALLE ZACARIAS (DE), 20","NAVALCARNERO","MADRID"
"185",1.619,"GREEN GAS","CALLE BRUSELAS, 4","TORRES DE LA ALAMEDA","MADRID"
"186",1.619,"GALP","CALLE JAIME FERRAN, 31","VILLALBILLA","MADRID"
"187",1.62,"CRISTO DE LA SALUD","PASEO AVILES, 2","ALAMO (EL)","MADRID"
"188",1.624,"SHELL","CARRETERA DE VILLAVERDE A VALLECAS KM. 269","MADRID","MADRID"
"189",1.625,"BALLENOIL","AVENIDA QUITAPESARES, 33","VILLAVICIOSA DE ODON","MADRID"
"190",1.629,"PLENOIL","CAMINO TORREJON, 4","AJALVIR","MADRID"
"191",1.629,"AVIA","CALLE MEJICO, 17","ALCALA DE HENARES","MADRID"
"192",1.629,"BENZOE","CALLE ALPEDRETE, 12","ALCORCON","MADRID"
"193",1.629,"BALLENOIL","CALLE FRANKLIN, 1","DAGANZO DE ARRIBA","MADRID"
"194",1.629,"GASOLEOS DAGANZO","POLIGONO LOS FRAILES, 133","FRAILES (LOS)","MADRID"
"195",1.629,"PLENOIL","PASEO MOLINO DEL REY, 39","GUADARRAMA","MADRID"
"196",1.629,"BDMED","CALLE SEIS MERCAMADRID, 16","MADRID","MADRID"
"197",1.629,"BALLENOIL","CALLE SINFONIA, 9","MADRID","MADRID"
"198",1.629,"PLENOIL","CAMINO DEL OLIVO, 1","MECO","MADRID"
"199",1.633,"LOUCOS  A.S. EL TORO","CARRETERA ANDALUCIA KM. 28,230","VALDEMORO","MADRID"
"200",1.639,"ALCAMPO","AVENIDA OLIMPICA, 9","ALCOBENDAS","MADRID"
"201",1.639,"SHELL","CALLE MAYOR, 63","ALGETE","MADRID"
"202",1.639,"SHELL","C/ ESCOFINA S/N","COLLADO VILLALBA","MADRID"
"203",1.639,"SHELL","CALLE SEVERO OCHOA ESQUINA CALLE JULIO PALACIOS, S/N","LEGANES","MADRID"
"204",1.639,"GALP","CAMINO DEL CUARTEL, 9","MADRID","MADRID"
"205",1.639,"E.LECLERC","CALLE NANTES, 119","PARLA","MADRID"
"206",1.639,"PLENOIL","CARRETERA GUADARRAMA KM. 57","SAN LORENZO DE EL ESCORIAL","MADRID"
"207",1.639,"EMACOIL 24-7","CALLE CEBADAL, 27","PARADILLA (LA)","MADRID"
"208",1.639,"SHELL","AVENIDA DE LA CONSTITUCION, 262","TORREJON DE ARDOZ","MADRID"
"209",1.639,"REPSOL","CL AV DE LA INDUSTRIA, 58","TRES CANTOS","MADRID"
"210",1.639,"CEPSA","CALLE YUNQUE, 6","TRES CANTOS","MADRID"
